c:\users\elfim\server5342\ospanel\modules\database\MariaDB-10.4\bin\mysqld.exe, Version: 10.4.26-MariaDB-log (mariadb.org binary distribution). started with:
TCP Port: 3306, Named Pipe: (null)
Time		    Id Command	Argument
		   548 Connect	root@localhost as anonymous on 
		   548 Query	SHOW TABLES FROM `phpmyadmin`
		   547 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   548 Query	SHOW TABLES FROM `phpmyadmin`
		   547 Query	SELECT 1 FROM mysql.user LIMIT 1
		   547 Query	SELECT CURRENT_USER()
		   547 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   548 Quit	
		   547 Quit	
230623 15:37:30	   549 Connect	root@localhost as anonymous on 
		   549 Query	SELECT @@version, @@version_comment
		   549 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   549 Query	SET lc_messages = 'ru_RU'
		   550 Connect	root@localhost as anonymous on 
		   550 Query	SHOW TABLES FROM `phpmyadmin`
		   550 Query	SHOW TABLES FROM `mydatabase`
		   549 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   550 Query	SHOW TABLES FROM `phpmyadmin`
		   550 Query	SHOW TABLES FROM `mydatabase`
		   549 Init DB	mydatabase
		   549 Query	SHOW TABLES LIKE 'users'
		   549 Query	SELECT * FROM `mydatabase`.`users` WHERE `users`.`id` = 8
		   549 Query	SELECT @@lower_case_table_names
		   549 Query	SHOW FULL COLUMNS FROM `mydatabase`.`users`
		   549 Query	SHOW INDEXES FROM `mydatabase`.`users`
		   549 Init DB	mydatabase
		   549 Query	SHOW FULL COLUMNS FROM `mydatabase`.`users`
		   549 Query	SHOW CREATE TABLE `mydatabase`.`users`
		   549 Query	SHOW  COLUMNS FROM `mydatabase`.`users`
		   549 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'mydatabase' AND TABLE_NAME = 'users'
		   549 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA` COLLATE utf8_general_ci IN ('mydatabase') AND t.`TABLE_NAME` COLLATE utf8_general_ci = 'users' ORDER BY Name ASC
		   549 Query	SELECT 1 FROM mysql.user LIMIT 1
		   549 Query	SELECT CURRENT_USER()
		   549 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   549 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		   550 Quit	
		   549 Quit	
		   551 Connect	root@localhost as anonymous on 
		   551 Query	SELECT @@version, @@version_comment
		   551 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   551 Query	SET lc_messages = 'ru_RU'
		   552 Connect	root@localhost as anonymous on 
		   552 Query	SHOW TABLES FROM `phpmyadmin`
		   551 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   552 Query	SHOW TABLES FROM `phpmyadmin`
		   551 Query	SELECT 1 FROM mysql.user LIMIT 1
		   551 Query	SELECT CURRENT_USER()
		   551 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   552 Quit	
		   551 Quit	
230623 15:37:38	   553 Connect	root@localhost as anonymous on 
		   553 Query	SELECT @@version, @@version_comment
		   553 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   553 Query	SET lc_messages = 'ru_RU'
		   554 Connect	root@localhost as anonymous on 
		   554 Query	SHOW TABLES FROM `phpmyadmin`
		   554 Query	SHOW TABLES FROM `mydatabase`
		   553 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   554 Query	SHOW TABLES FROM `phpmyadmin`
		   554 Query	SHOW TABLES FROM `mydatabase`
		   553 Init DB	mydatabase
		   553 Query	SELECT @@lower_case_table_names
		   553 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA` COLLATE utf8_general_ci IN ('mydatabase') AND t.`TABLE_NAME` COLLATE utf8_general_ci = 'users' ORDER BY Name ASC
		   553 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA` COLLATE utf8_general_ci IN ('mydatabase') AND t.`TABLE_NAME` COLLATE utf8_general_ci = 'users' ORDER BY Name ASC
		   553 Query	SELECT CURRENT_USER()
		   553 Init DB	mydatabase
		   553 Query	SHOW INDEXES FROM `mydatabase`.`users`
		   553 Query	SHOW FULL COLUMNS FROM `mydatabase`.`users`
		   553 Query	SHOW FULL COLUMNS FROM `mydatabase`.`users`
		   553 Query	SHOW STORAGE ENGINES
		   553 Query	SHOW GLOBAL VARIABLES LIKE 'innodb_file_per_table'
		   553 Query	SELECT `COLLATION_NAME` AS `Collation`, `CHARACTER_SET_NAME` AS `Charset`, `ID` AS `Id`, `IS_DEFAULT` AS `Default`, `IS_COMPILED` AS `Compiled`, `SORTLEN` AS `Sortlen` FROM `information_schema`.`COLLATIONS`
		   553 Query	SELECT * FROM `information_schema`.`PARTITIONS` WHERE `TABLE_SCHEMA` = 'mydatabase' AND `TABLE_NAME` = 'users'
		   553 Query	SELECT DISTINCT `PARTITION_NAME` FROM `information_schema`.`PARTITIONS` WHERE `TABLE_SCHEMA` = 'mydatabase' AND `TABLE_NAME` = 'users'
		   553 Query	SHOW  COLUMNS FROM `mydatabase`.`users`
		   553 Query	SELECT 1 FROM mysql.user LIMIT 1
		   553 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   553 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		   554 Quit	
		   553 Quit	
		   555 Connect	root@localhost as anonymous on 
		   555 Query	SELECT @@version, @@version_comment
		   555 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   555 Query	SET lc_messages = 'ru_RU'
		   556 Connect	root@localhost as anonymous on 
		   556 Query	SHOW TABLES FROM `phpmyadmin`
		   555 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   556 Query	SHOW TABLES FROM `phpmyadmin`
		   555 Query	SELECT 1 FROM mysql.user LIMIT 1
		   555 Query	SELECT CURRENT_USER()
		   555 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   556 Quit	
		   555 Quit	
230623 15:37:41	   557 Connect	root@localhost as anonymous on 
		   557 Query	SELECT @@version, @@version_comment
		   557 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   557 Query	SET lc_messages = 'ru_RU'
		   558 Connect	root@localhost as anonymous on 
		   558 Query	SHOW TABLES FROM `phpmyadmin`
		   558 Query	SHOW TABLES FROM `mydatabase`
		   557 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   558 Query	SHOW TABLES FROM `phpmyadmin`
		   558 Query	SHOW TABLES FROM `mydatabase`
		   557 Query	SELECT CURRENT_USER()
		   557 Query	SELECT 1 FROM mysql.user LIMIT 1
		   557 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		   557 Query	SELECT DATABASE()
		   557 Init DB	mydatabase
		   557 Query	SELECT * FROM `users` LIMIT 0, 50
		   557 Query	SHOW WARNINGS
		   557 Query	SELECT @@lower_case_table_names
		   557 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'mydatabase' AND TABLE_NAME = 'users' AND IS_UPDATABLE = 'YES'
		   557 Query	SHOW  COLUMNS FROM `mydatabase`.`users`
		   557 Query	SHOW INDEXES FROM `mydatabase`.`users`
		   557 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'mydatabase' AND TABLE_NAME = 'users'
		   557 Query	SHOW CREATE TABLE `mydatabase`.`users`
		   557 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'mydatabase' AND TABLE_NAME = 'users'
		   557 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'mydatabase' AND TABLE_NAME = 'users'
		   557 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'mydatabase' AND TABLE_NAME = 'users'
		   557 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA` COLLATE utf8_general_ci IN ('mydatabase') AND t.`TABLE_NAME` COLLATE utf8_general_ci = 'users' ORDER BY Name ASC
		   557 Query	SHOW FULL COLUMNS FROM `mydatabase`.`users`
		   557 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		   557 Query	SHOW  COLUMNS FROM `mydatabase`.`users`
		   557 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   557 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		   558 Quit	
		   557 Quit	
		   559 Connect	root@localhost as anonymous on 
		   559 Query	SELECT @@version, @@version_comment
		   559 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   559 Query	SET lc_messages = 'ru_RU'
		   560 Connect	root@localhost as anonymous on 
		   560 Query	SHOW TABLES FROM `phpmyadmin`
		   559 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   560 Query	SHOW TABLES FROM `phpmyadmin`
		   559 Query	SELECT 1 FROM mysql.user LIMIT 1
		   559 Query	SELECT CURRENT_USER()
		   559 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   560 Quit	
		   559 Quit	
230623 15:44:59	   561 Connect	root@localhost as anonymous on 
		   561 Query	SELECT @@version, @@version_comment
		   561 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   561 Query	SET lc_messages = 'ru_RU'
		   562 Connect	root@localhost as anonymous on 
		   562 Query	SHOW TABLES FROM `phpmyadmin`
		   562 Query	SHOW TABLES FROM `mydatabase`
		   561 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   562 Query	SHOW TABLES FROM `phpmyadmin`
		   562 Query	SHOW TABLES FROM `mydatabase`
		   561 Query	SELECT CURRENT_USER()
		   561 Query	SELECT 1 FROM mysql.user LIMIT 1
		   561 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		   561 Query	SELECT DATABASE()
		   561 Init DB	mydatabase
		   561 Query	SELECT * FROM `users` LIMIT 0, 50
		   561 Query	SHOW WARNINGS
		   561 Query	SELECT @@lower_case_table_names
		   561 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'mydatabase' AND TABLE_NAME = 'users' AND IS_UPDATABLE = 'YES'
		   561 Query	SHOW  COLUMNS FROM `mydatabase`.`users`
		   561 Query	SHOW INDEXES FROM `mydatabase`.`users`
		   561 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'mydatabase' AND TABLE_NAME = 'users'
		   561 Query	SHOW CREATE TABLE `mydatabase`.`users`
		   561 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'mydatabase' AND TABLE_NAME = 'users'
		   561 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'mydatabase' AND TABLE_NAME = 'users'
		   561 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'mydatabase' AND TABLE_NAME = 'users'
		   561 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA` COLLATE utf8_general_ci IN ('mydatabase') AND t.`TABLE_NAME` COLLATE utf8_general_ci = 'users' ORDER BY Name ASC
		   561 Query	SHOW FULL COLUMNS FROM `mydatabase`.`users`
		   561 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		   561 Query	SHOW  COLUMNS FROM `mydatabase`.`users`
		   561 Query	SELECT `SCHEMA_NAME` FROM `INFORMATION_SCHEMA`.`SCHEMATA`, (SELECT DB_first_level FROM ( SELECT DISTINCT SUBSTRING_INDEX(SCHEMA_NAME, '_', 1) DB_first_level FROM INFORMATION_SCHEMA.SCHEMATA WHERE TRUE ) t ORDER BY DB_first_level ASC LIMIT 0, 100) t2 WHERE TRUE AND 1 = LOCATE(CONCAT(DB_first_level, '_'), CONCAT(SCHEMA_NAME, '_')) ORDER BY SCHEMA_NAME ASC
		   561 Query	SELECT COUNT(*) FROM ( SELECT DISTINCT SUBSTRING_INDEX(SCHEMA_NAME, '_', 1) DB_first_level FROM INFORMATION_SCHEMA.SCHEMATA WHERE TRUE ) t
		   561 Query	SELECT COUNT(*) FROM ( SELECT DISTINCT SUBSTRING_INDEX(SCHEMA_NAME, '_', 1) DB_first_level FROM INFORMATION_SCHEMA.SCHEMATA WHERE TRUE ) t
		   561 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   561 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		   562 Quit	
		   561 Quit	
		   563 Connect	root@localhost as anonymous on 
		   563 Query	SELECT @@version, @@version_comment
		   563 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   563 Query	SET lc_messages = 'ru_RU'
		   564 Connect	root@localhost as anonymous on 
		   564 Query	SHOW TABLES FROM `phpmyadmin`
		   563 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   564 Query	SHOW TABLES FROM `phpmyadmin`
		   563 Query	SELECT 1 FROM mysql.user LIMIT 1
		   563 Query	SELECT CURRENT_USER()
		   563 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   564 Quit	
		   563 Quit	
		   565 Connect	root@localhost as anonymous on 
		   565 Query	SELECT @@version, @@version_comment
		   565 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   565 Query	SET lc_messages = 'ru_RU'
		   566 Connect	root@localhost as anonymous on 
		   566 Query	SHOW TABLES FROM `phpmyadmin`
		   565 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   566 Query	SHOW TABLES FROM `phpmyadmin`
		   565 Query	SELECT CURRENT_USER()
		   565 Query	SELECT `SCHEMA_NAME` FROM `INFORMATION_SCHEMA`.`SCHEMATA`, (SELECT DB_first_level FROM ( SELECT DISTINCT SUBSTRING_INDEX(SCHEMA_NAME, '_', 1) DB_first_level FROM INFORMATION_SCHEMA.SCHEMATA WHERE TRUE ) t ORDER BY DB_first_level ASC LIMIT 0, 100) t2 WHERE TRUE AND 1 = LOCATE(CONCAT(DB_first_level, '_'), CONCAT(SCHEMA_NAME, '_')) ORDER BY SCHEMA_NAME ASC
		   565 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_SCHEMA`='mydatabase' AND `TABLE_TYPE` IN('BASE TABLE', 'SYSTEM VERSIONED')
		   565 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_SCHEMA`='mydatabase' AND `TABLE_TYPE` NOT IN('BASE TABLE', 'SYSTEM VERSIONED')
		   565 Query	SELECT @@lower_case_table_names
		   565 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`ROUTINES` WHERE `ROUTINE_SCHEMA` COLLATE utf8_general_ci='mydatabase' AND `ROUTINE_TYPE`='FUNCTION'
		   565 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`ROUTINES` WHERE `ROUTINE_SCHEMA` COLLATE utf8_general_ci='mydatabase'AND `ROUTINE_TYPE`='PROCEDURE'
		   565 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`EVENTS` WHERE `EVENT_SCHEMA` COLLATE utf8_general_ci='mydatabase'
		   565 Query	SELECT `TABLE_NAME` AS `name` FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_SCHEMA`='mydatabase' AND `TABLE_TYPE` IN('BASE TABLE', 'SYSTEM VERSIONED') ORDER BY `TABLE_NAME` ASC LIMIT 0, 50
		   565 Query	SELECT COUNT(*) FROM ( SELECT DISTINCT SUBSTRING_INDEX(SCHEMA_NAME, '_', 1) DB_first_level FROM INFORMATION_SCHEMA.SCHEMATA WHERE TRUE ) t
		   565 Query	SELECT COUNT(*) FROM ( SELECT DISTINCT SUBSTRING_INDEX(SCHEMA_NAME, '_', 1) DB_first_level FROM INFORMATION_SCHEMA.SCHEMATA WHERE TRUE ) t
		   565 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_SCHEMA`='mydatabase' AND `TABLE_TYPE` IN('BASE TABLE', 'SYSTEM VERSIONED')
		   565 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_SCHEMA`='mydatabase' AND `TABLE_TYPE` IN('BASE TABLE', 'SYSTEM VERSIONED')
		   565 Query	SELECT 1 FROM mysql.user LIMIT 1
		   565 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   566 Quit	
		   565 Quit	
		   567 Connect	root@localhost as anonymous on 
		   567 Query	SELECT @@version, @@version_comment
		   567 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   567 Query	SET lc_messages = 'ru_RU'
		   568 Connect	root@localhost as anonymous on 
		   568 Query	SHOW TABLES FROM `phpmyadmin`
		   567 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   568 Query	SHOW TABLES FROM `phpmyadmin`
		   567 Query	SELECT 1 FROM mysql.user LIMIT 1
		   567 Query	SELECT CURRENT_USER()
